0,11
0,20
0,29
51,39
140,51
224,63
309,74
337,86
386,97
477,108
515,120
541,134
508,146
670,158
670,171
666,183
773,196
713,208
761,221
824,233
876,245
876,258
795,271
927,283
927,295
903,308
979,320
979,333
927,346
927,358
1056,371
1046,385
993,398
999,410
1082,423
1016,437
1094,450
1094,464
989,477
1134,490
1141,503
1141,517
1060,531
1060,544
1189,558
1104,571
1141,584
1189,599
1030,612
1189,625
1189,638
1126,652
1213,666
1104,679
1148,693
1189,706
1237,719
1189,734
1072,747
1237,760
1237,774
1148,787
1148,801
1237,815
1148,828
1237,841
1237,855
1072,869
1237,882
1237,896
1170,909
1260,922
1148,936
1170,950
1260,963
1237,976
1192,990
1170,1004
1258,1018
1195,1033
1258,1047
1258,1062
1101,1077
1258,1091
1281,1105
1154,1120
1195,1135
1281,1149
1175,1164
1281,1178
1258,1192
1121,1208
1258,1222
1258,1236
1195,1251
1281,1266
1175,1281
1195,1295
1258,1309
1281,1324
1121,1339
1236,1353
1281,1368
1195,1382
1281,1397
1195,1412
1154,1426
1281,1440
1281,1455
1121,1470
1281,1484
1236,1499
1195,1513
1281,1528
1195,1543
1175,1557
1258,1571
1281,1586
1121,1601
1281,1615
1195,1630
1236,1644
1303,1658
1101,1674
1281,1688
1281,1702
1154,1717
1303,1732
1175,1746
1195,1761
1281,1775
1281,1789
1121,1805
1236,1819
1303,1833
1175,1848
1281,1863
1195,1878
1195,1892
1281,1906
1236,1921
1140,1936
1258,1950
1281,1965
1195,1979
1281,1994
1195,2009
1195,2023
1281,2037
1236,2052
1140,2067
1258,2081
1303,2096
1175,2110
1281,2124
1195,2140
1195,2154
1281,2168
1281,2183
1195,2198
1195,2212
1195,2227
1258,2241
1303,2255
1101,2271
1303,2285
1236,2299
1216,2314
1258,2329
1216,2343
1175,2358
1303,2372
1258,2386
1140,2402
1258,2416
1281,2430
1195,2445
1281,2460
1195,2475
1195,2489
1281,2503
1281,2518
1121,2533
1281,2547
1281,2562
1195,2576
1281,2590
1154,2606
1216,2620
1258,2634
1303,2649
1175,2664
1195,2678
1281,2693
1195,2707
1281,2721
1175,2737
1216,2751
1236,2765
1303,2780
1175,2795
1195,2809
1195,2824
1281,2838
1281,2852
1121,2868
1281,2882
1258,2896
1216,2911
1236,2926
1216,2940
1175,2955
1303,2969
1258,2983
1121,2999
1281,3013
1281,3027
1195,3042
1236,3056
1216,3072
1175,3086
1281,3100
1281,3115
1195,3130
1195,3144
1258,3159
1195,3173
1258,3187
1216,3203
1175,3217
1281,3231
1281,3246
1195,3261
1195,3275
1281,3290
1195,3304
1258,3318
1216,3334
1154,3348
1303,3362
1258,3377
1216,3392
1175,3406
1281,3421
1195,3435
1281,3449
1121,3465
1281,3479
1281,3493
1195,3508
1281,3522
1195,3537
1195,3552
1258,3566
1303,3580
1175,3596
1216,3610
1236,3624
1237,3639
1236,3653
1216,3668
1175,3683
1303,3697
1258,3712
1216,3727
1175,3741
1303,3756
1175,3770
1303,3784
1175,3800
1195,3814
1281,3828
1281,3843
1195,3858
1195,3872
1281,3887
1195,3901
1281,3915
1195,3931
1195,3945
1281,3959
1281,3974
1195,3988
1195,4003
1258,4018
1216,4032
1258,4046
1303,4062
1082,4076
1303,4090
1175,4105
1303,4119
1175,4134
1216,4149
1258,4163
1303,4177
1175,4193
1195,4207
1281,4221
1195,4236
1281,4250
1195,4265
1195,4280
1281,4294
1281,4308
1195,4324
1195,4338
1258,4353
1195,4367
1258,4381
1216,4397
1175,4411
1281,4425
1281,4440
1195,4454
1195,4469
1258,4484
1195,4498
1258,4512
1303,4528
1101,4542
1281,4556
1281,4571
1195,4585
1195,4600
1258,4615
1195,4629
1258,4643
1303,4659
1101,4673
1281,4687
1195,4702
1281,4716
1195,4731
1175,4746
1303,4760
1236,4774
1216,4790
1175,4804
1281,4818
1195,4833
1281,4847
1195,4862
1195,4877
1281,4891
1281,4905
1195,4920
1195,4935
1281,4950
1195,4964
1281,4978
1281,4994
1121,5008
