2,0,13
2,0,24
2,0,35
2,0,47
2,0,58
2,0,70
2,0,81
2,0,93
2,0,104
2,0,116
2,0,130
2,0,142
2,0,154
2,0,166
2,0,179
2,0,191
2,0,204
2,0,217
2,0,229
2,0,241
2,0,253
2,0,267
2,0,279
2,0,291
2,0,304
2,0,316
2,0,329
2,0,342
2,0,354
2,0,366
2,0,378
2,0,391
2,0,404
2,0,416
2,0,429
2,0,441
2,0,453
2,0,466
2,0,479
2,0,491
2,0,503
2,0,516
2,0,529
2,0,541
2,0,553
2,0,566
2,0,578
2,0,590
2,0,604
2,0,616
2,0,628
2,0,641
2,0,653
2,0,666
2,0,678
2,0,691
2,0,703
2,0,715
2,0,729
2,0,741
2,0,753
2,0,765
2,0,778
2,0,790
2,0,803
2,0,816
2,0,828
2,0,840
2,0,852
2,0,866
2,0,878
2,0,890
2,0,903
2,0,915
2,0,928
2,0,941
2,0,953
2,0,965
2,0,977
2,0,990
2,0,1003
30,0,1017
30,0,1032
30,0,1046
30,0,1061
30,0,1076
30,0,1090
30,0,1104
30,0,1119
30,0,1134
30,0,1148
30,0,1163
30,0,1177
30,0,1191
30,0,1207
30,0,1221
30,0,1235
30,0,1250
30,0,1265
30,0,1280
30,0,1294
30,0,1308
30,0,1323
30,0,1338
30,0,1352
30,0,1367
30,0,1381
30,0,1396
30,0,1411
30,0,1425
30,0,1439
30,0,1454
30,0,1469
30,0,1483
30,0,1498
30,0,1512
30,0,1527
30,0,1542
30,0,1556
30,0,1570
30,0,1585
30,0,1600
30,0,1614
30,0,1629
30,0,1643
30,0,1657
30,0,1673
30,0,1687
30,0,1701
30,0,1716
30,0,1731
30,0,1745
30,0,1760
30,0,1774
30,0,1788
30,0,1804
30,0,1818
30,0,1832
30,0,1847
30,0,1862
30,0,1876
30,0,1891
30,0,1905
30,0,1920
30,0,1935
30,0,1949
30,0,1964
30,0,1978
30,0,1993
30,0,2008
58,0,2022
58,0,2036
58,0,2051
58,20,2067
58,38,2082
58,61,2098
58,57,2113
58,82,2129
58,90,2145
58,82,2160
58,103,2177
58,90,2193
58,115,2209
58,115,2226
58,109,2242
58,135,2259
58,120,2276
58,135,2292
58,135,2309
58,145,2326
58,145,2342
58,145,2359
58,173,2375
58,173,2393
58,154,2409
58,193,2425
58,163,2442
58,193,2459
58,181,2476
58,181,2492
58,193,2508
58,212,2526
58,171,2542
58,212,2558
58,181,2575
58,212,2592
58,200,2609
58,200,2625
58,212,2641
58,200,2659
58,200,2675
58,212,2692
58,200,2708
58,212,2725
58,206,2742
58,212,2758
58,231,2775
58,200,2792
58,218,2808
58,212,2825
58,218,2841
58,212,2859
58,206,2875
58,212,2891
58,231,2908
58,200,2925
58,218,2941
58,200,2958
58,231,2974
58,212,2992
58,206,3008
86,212,3024
86,218,3041
86,231,3058
86,254,3075
86,254,3091
86,309,3107
86,328,3125
86,292,3141
86,367,3158
86,345,3174
86,386,3191
86,382,3208
86,382,3224
86,425,3240
86,400,3258
86,418,3274
86,444,3291
86,418,3307
86,463,3324
86,412,3341
86,463,3357
86,463,3374
86,454,3391
86,454,3407
86,454,3424
86,483,3440
86,483,3458
86,446,3474
86,483,3490
86,502,3507
86,472,3524
86,472,3540
86,472,3557
86,502,3573
86,502,3591
86,463,3607
86,502,3623
86,472,3640
86,521,3657
86,472,3674
86,491,3690
86,502,3706
86,491,3724
86,491,3740
86,521,3757
86,472,3773
86,521,3790
86,491,3807
86,491,3823
86,521,3840
86,491,3857
86,491,3873
86,521,3890
86,472,3906
86,521,3923
86,463,3940
86,521,3956
86,521,3973
86,491,3990
86,491,4006
114,491,4024
114,509,4041
114,527,4060
114,504,4077
114,582,4094
114,566,4112
114,618,4130
114,584,4148
114,601,4165
114,654,4183
114,602,4201
114,654,4218
114,652,4236
114,673,4253
114,652,4272
114,652,4289
114,709,4306
114,670,4325
114,670,4342
114,709,4360
114,687,4377
114,709,4396
114,650,4413
114,727,4430
114,727,4448
114,650,4466
114,709,4484
114,687,4501
114,745,4518
114,650,4537
114,727,4554
114,727,4572
114,704,4590
114,687,4608
114,704,4625
114,727,4642
114,745,4661
114,650,4678
114,745,4696
114,687,4713
114,745,4731
114,650,4749
114,745,4766
114,745,4784
114,667,4802
114,727,4819
114,704,4837
114,745,4855
114,704,4873
114,687,4890
114,745,4908
114,704,4926
114,704,4943
114,704,4961
114,727,4978
114,745,4997
142,667,5014
142,745,5031
142,704,5049
142,738,5067
142,782,5085
142,755,5102
142,818,5120
142,732,5138
142,836,5155
142,836,5173
142,790,5191
142,807,5209
142,807,5226
142,854,5243
142,807,5262
142,824,5279
142,873,5297
142,807,5314
142,824,5332
142,824,5350
142,873,5367
142,873,5385
142,797,5403
142,873,5421
142,824,5438
142,873,5456
142,797,5474
142,873,5491
142,891,5509
142,824,5527
142,841,5544
142,824,5562
142,891,5579
142,824,5598
142,841,5615
142,891,5633
142,824,5650
142,841,5668
142,841,5686
142,873,5703
142,891,5722
142,781,5739
142,891,5756
