0,11
0,20
0,29
515,41
1046,55
1379,69
1457,82
1524,96
1712,109
1767,123
1565,139
1811,153
1767,167
1711,182
1811,197
1711,211
1690,226
1811,240
1855,254
1690,270
1690,284
1855,299
1690,313
1833,327
1711,343
1711,357
1811,371
1833,386
1731,401
1690,415
1811,430
1731,444
1833,458
1690,474
1711,488
1855,502
1811,517
1711,532
1711,546
1833,561
1711,575
1811,589
1731,605
1711,619
1811,633
1833,648
1731,663
1690,677
1690,692
1855,706
1811,720
1711,736
1711,750
1833,764
1711,779
1811,794
1731,808
1690,823
1833,837
1833,851
1731,867
1690,881
1811,896
1731,910
1833,924
1711,940
1690,954
1855,968
1833,983
1711,998
1690,1012
1855,1028
1720,1043
1835,1058
1701,1075
1720,1090
1855,1105
1720,1121
1701,1137
1835,1153
1720,1168
1855,1183
1814,1200
1618,1215
1835,1230
1835,1246
1720,1262
1701,1277
1739,1293
1835,1308
1835,1324
1600,1340
1835,1355
1855,1371
1720,1386
1701,1402
1720,1418
1855,1433
1835,1448
1701,1465
1720,1480
1855,1496
1720,1511
1814,1527
1739,1543
1720,1558
1835,1573
1701,1589
1739,1605
1835,1620
1720,1636
1814,1651
1855,1668
1618,1683
1835,1698
1835,1714
1720,1730
1739,1745
1701,1761
1835,1776
1835,1792
1637,1808
1814,1823
1835,1839
1720,1854
1739,1870
1814,1886
1720,1901
1855,1916
1720,1933
1701,1948
1855,1964
1739,1979
1814,1995
1720,2011
1720,2026
1855,2041
1701,2057
1720,2073
1835,2088
1739,2104
1814,2119
1739,2136
1720,2151
1835,2166
1814,2182
1739,2198
1720,2213
1720,2229
1814,2244
1855,2260
1618,2276
1835,2291
1814,2307
1739,2322
1720,2338
1835,2354
1701,2369
1855,2384
1618,2401
1835,2416
1814,2432
1739,2447
1835,2463
1720,2479
1720,2494
1835,2509
1855,2526
1600,2541
1835,2556
1720,2572
1855,2587
1701,2604
1720,2619
1835,2634
1855,2650
1701,2666
1720,2681
1720,2697
1855,2712
1814,2728
1618,2744
1835,2759
1855,2775
1701,2790
1739,2806
1835,2822
1720,2837
1814,2852
1637,2869
1835,2884
1835,2899
1701,2915
1855,2931
1720,2947
1720,2962
1814,2977
1855,2994
1618,3009
1835,3024
1701,3040
1855,3055
1720,3072
1720,3087
1814,3102
1855,3118
1618,3134
1835,3149
1814,3165
1739,3180
1855,3196
1600,3212
1835,3227
1835,3243
1720,3259
1720,3274
1835,3290
1720,3305
1835,3320
1618,3337
1814,3352
1855,3367
1739,3383
1701,3399
1835,3415
1720,3430
1835,3445
1835,3462
1600,3477
1855,3492
1720,3508
1835,3524
1720,3539
1720,3555
1855,3570
1814,3586
1618,3602
1835,3617
1855,3633
1701,3648
1835,3664
1618,3680
1855,3695
1814,3710
1720,3727
1720,3742
1855,3758
1701,3773
1835,3788
1720,3805
1739,3820
1814,3835
1720,3851
1720,3867
1855,3883
1701,3898
1814,3913
1855,3930
1618,3945
1835,3960
1814,3976
1720,3992
1739,4007
1720,4023
1814,4038
1855,4054
1637,4070
1814,4085
1835,4101
1720,4116
1739,4132
1701,4148
1835,4163
1835,4178
1739,4195
1701,4210
1835,4226
1739,4241
1835,4257
1701,4273
1739,4288
1835,4303
1720,4319
1701,4335
1855,4350
1739,4366
1814,4381
1720,4398
1720,4413
1855,4428
1814,4444
1720,4460
1720,4475
1739,4491
1814,4506
1835,4523
1618,4538
1855,4553
1814,4569
1720,4584
1720,4600
1855,4616
1701,4631
1835,4646
1739,4663
1720,4678
1835,4694
1720,4709
1855,4725
1701,4741
1720,4756
1855,4771
1835,4787
1618,4803
1835,4818
1739,4834
1814,4849
1739,4866
1720,4881
1835,4896
1835,4912
1720,4928
1739,4943
1701,4959
1855,4974
1855,4990
1600,5006
1835,5021
1835,5037
1739,5052
1701,5068
1855,5084
1739,5099
