255,0,20
255,0,29
255,377,40
255,721,52
255,983,64
255,979,75
255,1124,88
255,1094,100
255,1213,113
255,1213,126
255,1072,141
255,1260,154
255,1237,167
255,1170,181
255,1260,194
255,1170,208
255,1170,222
255,1260,235
255,1237,248
255,1260,263
255,1092,276
255,1260,289
255,1260,303
255,1170,316
255,1260,330
255,1170,344
255,1170,357
255,1260,370
255,1260,384
255,1170,398
255,1148,411
255,1260,424
255,1170,438
255,1260,451
255,1260,465
255,1092,479
255,1260,492
255,1260,505
255,1260,519
255,1170,533
255,1170,546
255,1260,560
255,1148,573
255,1260,586
255,1260,601
255,1092,614
255,1260,627
255,1260,641
255,1170,654
255,1260,668
255,1170,681
255,1170,695
255,1260,708
255,1260,721
255,1092,736
255,1237,749
255,1260,762
255,1170,776
255,1260,789
255,1170,803
255,1260,817
255,1170,830
255,1260,843
255,1260,857
255,1092,871
255,1260,884
255,1260,898
255,1170,911
255,1260,924
255,1170,939
255,1170,952
255,1237,965
255,1260,978
255,1170,992
255,1170,1006
255,1258,1020
255,1175,1035
255,1258,1049
255,1258,1064
255,1101,1079
255,1258,1093
255,1281,1107
255,1175,1122
255,1175,1137
255,1258,1152
255,1175,1166
255,1258,1180
255,1258,1196
255,1101,1210
255,1258,1224
255,1258,1239
255,1175,1253
255,1175,1268
255,1258,1283
255,1175,1297
255,1258,1311
255,1258,1326
255,1101,1341
255,1258,1355
255,1258,1370
255,1175,1384
255,1258,1399
255,1175,1414
255,1175,1428
255,1258,1442
255,1258,1457
255,1101,1472
255,1258,1486
255,1258,1501
255,1175,1515
255,1258,1530
255,1101,1545
255,1258,1559
255,1258,1573
255,1175,1588
255,1175,1603
255,1258,1617
255,1175,1632
255,1258,1646
255,1258,1661
255,1101,1676
255,1258,1690
255,1258,1704
255,1175,1719
255,1175,1734
255,1258,1748
255,1175,1763
255,1258,1777
255,1258,1792
255,1101,1807
255,1258,1821
255,1258,1836
255,1175,1850
255,1258,1865
255,1175,1880
255,1175,1894
255,1258,1908
255,1258,1923
255,1101,1938
255,1258,1952
255,1258,1967
255,1175,1981
255,1258,1996
255,1175,2011
255,1175,2025
255,1258,2039
255,1258,2054
255,1101,2069
255,1258,2083
255,1258,2098
255,1175,2112
255,1258,2127
255,1101,2142
255,1258,2156
255,1258,2170
255,1175,2185
255,1175,2200
255,1258,2214
255,1175,2229
255,1258,2243
255,1258,2257
255,1101,2273
255,1258,2287
255,1258,2301
255,1175,2316
255,1258,2331
255,1175,2345
255,1175,2360
255,1258,2374
255,1258,2388
255,1101,2404
255,1258,2418
255,1258,2433
255,1175,2447
255,1258,2462
255,1175,2477
255,1195,2491
255,1258,2505
255,1258,2520
255,1101,2535
255,1258,2549
255,1258,2564
255,1175,2578
255,1258,2593
255,1175,2608
255,1175,2622
255,1258,2636
255,1258,2651
255,1101,2666
255,1258,2680
255,1258,2695
255,1175,2709
255,1258,2723
255,1101,2739
255,1258,2753
255,1258,2767
255,1175,2782
255,1258,2797
255,1175,2811
255,1175,2826
255,1258,2840
255,1258,2854
255,1121,2870
255,1258,2884
255,1258,2898
255,1175,2913
255,1258,2928
255,1175,2942
255,1175,2957
255,1258,2971
255,1258,2985
255,1101,3001
255,1258,3015
255,1258,3030
255,1175,3044
255,1258,3059
255,1175,3074
255,1175,3088
255,1258,3102
255,1258,3117
255,1121,3132
255,1258,3146
255,1258,3161
255,1175,3175
255,1258,3189
255,1175,3205
255,1175,3219
