0,11
0,20
0,29
17,39
56,50
92,60
84,71
123,82
128,94
168,105
180,117
231,131
176,143
257,155
257,167
261,180
283,192
285,205
309,218
309,230
335,242
335,254
333,268
333,280
360,292
386,305
356,317
386,330
356,343
380,355
412,367
412,379
380,392
380,405
438,417
412,430
404,442
438,454
438,467
375,480
438,492
463,504
438,517
404,530
428,542
438,555
428,567
463,579
463,591
397,605
463,617
463,629
463,642
428,654
463,667
428,679
428,692
489,704
463,716
463,730
419,742
463,754
463,766
451,779
463,791
451,804
463,817
451,829
463,841
489,854
428,867
451,879
463,891
451,904
489,916
463,929
451,942
428,954
489,966
489,978
428,991
451,1004
475,1017
463,1031
475,1044
475,1057
441,1072
463,1085
475,1098
475,1112
441,1125
463,1139
475,1153
441,1166
499,1179
475,1192
412,1207
499,1220
475,1233
441,1247
499,1261
441,1274
441,1288
499,1301
475,1314
475,1329
432,1342
475,1355
475,1369
463,1382
475,1396
441,1410
463,1423
475,1436
475,1449
463,1464
441,1477
475,1490
463,1504
475,1517
475,1531
432,1545
475,1558
475,1571
499,1585
441,1599
441,1612
499,1626
441,1639
475,1652
463,1667
441,1680
475,1693
499,1707
441,1720
441,1734
475,1747
463,1761
475,1774
499,1787
412,1802
475,1815
475,1828
463,1842
475,1855
441,1869
475,1883
463,1896
475,1909
499,1923
412,1937
475,1950
475,1964
463,1977
475,1990
441,2004
463,2018
475,2031
475,2044
463,2058
441,2072
475,2085
463,2099
475,2112
475,2126
463,2140
441,2153
475,2166
499,2180
441,2194
441,2207
499,2221
441,2234
475,2247
499,2262
412,2275
475,2288
499,2301
441,2315
499,2329
441,2342
441,2356
475,2369
499,2382
475,2397
412,2410
499,2423
475,2437
463,2450
475,2464
441,2478
463,2491
475,2504
475,2518
432,2532
475,2545
499,2558
441,2572
475,2585
463,2599
441,2613
499,2626
475,2639
441,2653
463,2667
475,2680
499,2694
441,2707
475,2720
463,2735
441,2748
499,2761
475,2775
441,2788
463,2802
475,2816
441,2829
499,2842
475,2855
432,2870
475,2883
475,2896
463,2910
475,2923
441,2937
463,2951
475,2964
475,2977
499,2992
412,3005
499,3018
475,3032
441,3045
499,3059
441,3073
463,3086
475,3099
499,3112
441,3127
441,3140
499,3153
441,3167
475,3180
499,3194
412,3208
499,3221
475,3234
475,3248
463,3262
441,3275
475,3289
463,3302
475,3315
499,3330
412,3343
475,3356
499,3369
441,3383
441,3397
499,3410
441,3424
499,3437
475,3450
432,3465
475,3478
475,3491
499,3505
441,3518
441,3532
499,3546
441,3559
499,3572
475,3586
412,3600
499,3613
475,3627
441,3640
499,3653
441,3667
463,3681
475,3694
475,3707
463,3721
441,3735
499,3748
441,3762
475,3775
499,3788
441,3803
441,3816
499,3829
475,3843
463,3857
441,3870
475,3884
463,3897
475,3910
475,3924
432,3938
475,3951
499,3964
441,3978
475,3992
463,4005
441,4019
499,4032
475,4045
475,4060
432,4073
475,4086
499,4100
441,4113
475,4127
463,4141
441,4154
475,4167
499,4180
441,4195
463,4208
475,4221
441,4235
499,4248
441,4262
441,4276
499,4289
475,4302
499,4316
412,4330
475,4343
499,4357
441,4370
499,4383
441,4398
441,4411
499,4424
475,4438
463,4451
441,4465
475,4478
463,4492
475,4505
499,4518
412,4533
475,4546
499,4559
441,4573
475,4586
463,4600
475,4614
463,4627
475,4640
475,4654
432,4668
475,4681
475,4695
463,4708
475,4722
463,4736
441,4749
475,4762
499,4775
441,4790
463,4803
475,4816
441,4830
499,4843
475,4857
432,4871
475,4884
475,4897
499,4911
441,4925
441,4938
499,4952
441,4965
499,4978
475,4993
412,5006
499,5019
475,5032
463,5046
475,5060
441,5073
463,5087
475,5100
475,5113
432,5128
475,5141
499,5154
475,5168
441,5181
463,5195
475,5209
463,5222
475,5235
475,5249
432,5263
475,5276
499,5289
441,5303
475,5316
463,5330
441,5344
499,5357
