0,11
0,20
0,29
120,40
257,52
393,64
438,75
534,87
567,98
646,109
721,121
747,135
662,147
824,159
850,172
785,184
876,197
832,209
856,222
927,234
927,246
953,259
817,272
979,284
953,296
903,309
979,321
979,334
927,347
903,359
1005,372
999,385
903,398
927,410
1005,423
949,436
1005,449
999,462
927,475
927,487
1030,500
999,513
951,525
927,538
1030,551
927,564
1030,577
999,589
951,603
927,615
1030,628
1022,642
927,654
1030,668
927,680
951,693
1005,706
1022,719
1022,734
886,746
1005,759
1022,773
927,785
1030,799
949,812
927,824
1030,837
999,849
951,863
927,875
1030,888
1022,902
927,914
1030,928
949,941
927,953
1030,966
999,978
951,991
927,1004
1022,1018
948,1032
1022,1046
1016,1061
889,1075
1022,1089
1016,1103
948,1117
1022,1132
948,1145
949,1159
1022,1173
1016,1187
889,1202
1022,1216
1016,1230
1016,1245
948,1258
949,1272
1022,1287
948,1300
1022,1314
1016,1330
889,1343
1022,1357
1016,1372
948,1385
1022,1400
948,1414
949,1427
1022,1441
1016,1456
889,1470
1022,1484
1038,1499
948,1512
1022,1527
948,1541
949,1554
1022,1568
1016,1583
948,1597
949,1610
1022,1625
948,1638
1022,1652
948,1667
949,1680
1022,1694
1016,1709
969,1722
927,1736
1022,1751
948,1764
1022,1778
1038,1794
889,1807
1022,1821
1016,1836
948,1849
1022,1864
948,1878
949,1891
1022,1905
1016,1920
889,1934
1022,1948
1016,1963
948,1976
1022,1990
948,2004
949,2018
1022,2032
1016,2046
948,2061
949,2074
1022,2088
948,2102
1022,2116
1038,2131
889,2145
1022,2159
1016,2173
948,2187
949,2201
1022,2215
948,2229
1022,2243
1016,2257
908,2272
1022,2286
1016,2300
948,2314
1022,2329
948,2342
949,2356
1022,2370
1038,2384
889,2399
1022,2413
1016,2427
948,2441
1022,2455
948,2469
949,2483
1022,2497
1016,2511
969,2526
949,2539
1022,2553
948,2567
1022,2581
1016,2596
889,2610
1022,2624
1016,2638
1016,2653
908,2667
1022,2681
948,2695
1022,2709
1016,2723
889,2738
1022,2752
1016,2766
1016,2781
948,2795
949,2808
1022,2823
948,2836
1022,2850
948,2865
949,2878
1022,2892
1016,2907
948,2920
949,2934
1022,2949
948,2962
1022,2976
1016,2992
889,3005
1022,3019
1016,3034
948,3047
1022,3062
969,3076
927,3089
1022,3103
1038,3118
889,3132
1022,3146
1016,3161
948,3174
1022,3188
948,3203
949,3216
1022,3230
1016,3245
948,3259
949,3272
1022,3287
948,3300
1022,3314
1016,3330
889,3343
1022,3357
1016,3372
948,3385
949,3399
1022,3414
948,3427
1022,3441
1016,3456
889,3470
1022,3484
1016,3499
948,3512
1022,3527
948,3540
949,3554
1022,3568
1016,3582
908,3597
999,3610
1022,3624
969,3638
999,3651
949,3665
949,3679
1022,3693
1038,3707
948,3721
949,3735
1022,3749
948,3763
1022,3777
1016,3792
889,3806
1022,3820
1016,3834
969,3848
1022,3863
948,3876
949,3890
1022,3904
1016,3918
908,3933
1022,3947
1016,3961
948,3975
1022,3990
969,4003
1022,4018
948,4031
1022,4045
1038,4061
889,4074
1022,4088
1038,4103
948,4116
949,4130
1022,4145
948,4158
1022,4172
1016,4187
908,4201
1022,4215
1016,4230
948,4243
1022,4258
948,4272
949,4285
1022,4299
1038,4314
948,4328
949,4341
1022,4356
948,4369
1022,4383
948,4398
949,4411
1022,4425
1016,4440
969,4453
949,4467
1022,4482
948,4495
1022,4509
1016,4525
908,4538
1022,4552
1016,4567
969,4580
1022,4595
948,4609
949,4622
1022,4636
1038,4651
889,4665
1022,4679
1016,4694
969,4707
1022,4722
948,4736
949,4749
1022,4763
1016,4777
948,4792
949,4805
1022,4819
948,4833
1022,4847
969,4861
949,4875
999,4888
1022,4902
948,4916
949,4930
1022,4944
948,4958
1022,4972
1038,4986
889,5001
1022,5015
1016,5029
948,5043
1046,5058
948,5071
949,5085
1022,5099
1016,5113
908,5128
1022,5142
1016,5156
969,5170
1022,5184
948,5198
1022,5213
969,5226
1022,5240
1016,5256
908,5269
1022,5283
1016,5298
948,5311
1022,5326
969,5340
949,5353
1022,5367
